smiles,dose,freq,treatment_time,target_binding,immune_activation,immune_cell_activation,inflammation_risk,toxicity_risk,efficacy
CCCCC(=O)NC1=NC(=O)C(CF)=CN1,2222.064,1.8787,2771.0,0.5783,0.4048,0.3249,0.2293,0.1642,0.6794
CC1=NC(=CN1C2=CC=C(C=C2)C#N)C3=CC=C(C=C3)C#N,2.854,0.9644,4377.7,1.0,0.1269,0.0671,0.1363,0.0542,0.6879
CC1=NC(=NC(=N1)NC2=CC=C(C=C2)OCC3CC3)NC4=CC=CC5=C4C(=O)NN5,277.864,1.8016,3042.7,0.8526,0.4938,0.4315,0.187,0.0978,0.8631
ClCCN(CCCl)P(=O)(O)OCC1CCN(C)CC1,714.507,0.3311,1459.9,0.1426,0.325,0.2167,0.1219,0.2468,0.3769
CC1CCCCC1N2C(=O)C3C4CCC(O)CC4N(C)C3C5=CC=CC=C5C2=O,5.317,0.9773,3213.7,0.9686,0.3389,0.313,0.1758,0.0577,0.6487
CN1C(=O)CN=C(C2=CN=CC=C2)C3=CC(=CC(=C3)N4CCNCC4)C5=CN=CC=C5,128.737,0.7506,2457.1,0.9009,0.3926,0.325,0.0786,0.2325,0.7541
C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)F,1202.224,0.6834,1738.0,0.8694,0.4304,0.4326,0.1064,0.1527,0.8125
CC1=NC(=CN1C2=CC=C(C=C2)C#N)C3=CC=C(C=C3)C#N,4.836,1.0595,4759.6,0.9944,0.1093,0.0782,0.1526,0.0981,0.6887
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,99.947,0.3403,1672.6,0.7933,0.3689,0.393,0.1507,0.2286,0.7263
CC1C2C(C3=CC4=C(C=C3C2O)OCO4)C5=CC6=C(C=C5O)OCO6,113.645,1.0154,1628.3,0.582,0.4751,0.3938,0.0346,0.1968,0.61
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,100.945,0.3494,1421.4,0.7636,0.353,0.2474,0.098,0.2051,0.7143
CC(C)C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=C(C=C3)O)CC4CCCC4=O,984.867,0.0298,4858.4,1.0,0.2738,0.3426,0.1045,0.0723,0.8935
CC12CCC3C(C1CCC2=O)CCC4=CC(=O)CCC34C,12.854,1.058,4481.7,1.0,0.0826,0.0777,0.0,0.0169,0.6769
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,102.878,0.3218,1548.6,0.819,0.4203,0.2947,0.1318,0.2347,0.6912
CCC1(CC2C(C1)CC1C3C2N(CC2C(C3C2O)O)C)C=CC=C1,33.501,0.9291,1415.6,0.8381,0.2526,0.1147,0.1425,0.249,0.5975
CCCCC(=O)NC1=NC(=O)C(CF)=CN1,2780.513,2.1085,2778.9,0.5167,0.4843,0.3735,0.2686,0.1536,0.6343
C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)F,1096.886,0.6278,1485.0,0.9083,0.3001,0.2628,0.1132,0.1371,0.833
CC/C(=C(\c1ccccc1)/c1ccccc1)c1ccc(OCCN(C)C)cc1,22.795,0.9114,4710.0,0.555,0.3395,0.3247,0.0906,0.0156,0.5193
CC(=O)N1CCN(CC1)C2=CC(=CC=C2)C3=NC4=CC=CC=C4N=C3SC5=CC=CC=C5Cl,117.043,1.0257,8774.9,0.7788,0.3756,0.3643,0.203,0.1268,0.7868
O=C1OC2NC(=O)NC2C1O.[Pt],529.199,0.3046,1635.5,0.3011,0.3783,0.371,0.1462,0.1726,0.5162
CCCCCCCCC1CC2C3OC2CCC4C5OCC6CC(CC6C5O)CC4C3CC1O,1.561,0.6291,1558.8,0.9349,0.3864,0.3619,0.1338,0.1766,0.6348
C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)F,1312.791,0.6292,1404.8,0.9437,0.6435,0.5997,0.1166,0.1836,0.7904
CCCCC(=O)NC1=NC(=O)C(CF)=CN1,1373.366,1.8462,3273.9,0.514,0.428,0.4013,0.1266,0.0723,0.6759
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC(=CC=C3)N4CCNCC4)C5=CC(=CC(=C5)N6CCNCC6)C7=CN=CC=C7,310.973,1.8494,2489.7,0.9756,0.4028,0.4279,0.3003,0.4004,0.8857
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC=CN=C3)C4=CC(=CC(=C4)N5CCNC5=O)C6=CN=CC=C6,619.943,0.8231,2659.7,0.8676,0.5445,0.5053,0.0846,0.2662,0.8155
CC/C(=C(\c1ccccc1)/c1ccccc1)c1ccc(OCCN(C)C)cc1,37.039,0.9951,3966.1,0.583,0.2822,0.2991,0.0785,0.0386,0.5647
CCCCCCCCC1CC2C3OC2CCC4C5OCC6CC(CC6C5O)CC4C3CC1O,0.633,0.6245,1694.6,0.9228,0.5302,0.4108,0.0708,0.0671,0.6744
CC1=NC2=CC=CC=C2N1C3=CC=C(C=C3)C4=NC5=CC=CC=C5N4C(C)C,143.445,1.0533,3077.8,0.898,0.3844,0.2434,0.1828,0.1237,0.809
CC1CCCCC1N2C(=O)C3C4CCC(O)CC4N(C)C3C5=CC=CC=C5C2=O,4.701,1.0131,2962.0,0.9686,0.4476,0.3518,0.1674,0.0526,0.6696
CC12CCC3C(C1CCC2=O)CCC4=CC(=O)CCC34C,11.994,0.966,4879.8,1.0,0.1684,0.1539,0.0894,0.0746,0.6682
CC1C2=NC3=CC=CC=C3N2C(=O)NC1C(=O)NC4=CC(=C(C=C4F)F)F,0.822,1.0638,3747.2,0.9808,0.3275,0.2339,0.1061,0.189,0.7046
N.N.[Pt]=O,72.571,0.3223,1580.3,0.4007,0.5281,0.4337,0.234,0.2765,0.4327
CC1=C2C(=O)C(C(=O)C3C1(CC1CC4C5CC(C(CC5(C)O)CC4C2(C)O)O)C)C2CC(CC(O)C(O)C(CO)C2O)OC(=O)C,88.325,0.3266,1660.9,0.9742,0.4272,0.3322,0.0452,0.0919,0.7311
CCCCCCCCC1CC2C3OC2CCC4C5OCC6CC(CC6C5O)CC4C3CC1O,1.5,0.6805,1508.0,0.9846,0.3766,0.3428,0.0814,0.1424,0.5309
CN1C(=O)CN=C(C2=CN=CC=C2)C3=CC(=CC(=C3)N4CCNCC4)C5=CN=CC=C5,118.02,0.6987,2539.4,0.9652,0.5642,0.4582,0.0659,0.2481,0.7957
C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)F,1327.035,0.7283,1351.1,0.8379,0.4801,0.479,0.0095,0.1804,0.7878
O=C1OC2NC(=O)NC2C1O.[Pt],694.323,0.3369,1488.9,0.3175,0.3565,0.2775,0.1307,0.2015,0.5132
CC(C)C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=C(C=C3)O)CC4CCCC4=O,923.389,0.0304,4498.6,0.9792,0.264,0.2878,0.0629,0.0546,0.7837
CC(=O)N1CCN(CC1)C2=CC(=CC=C2)C3=NC4=CC=CC=C4N=C3SC5=CC=CC=C5Cl,237.383,1.072,9143.7,0.7798,0.5201,0.5074,0.387,0.224,0.8626
O=C1OC2NC(=O)NC2C1O.[Pt],1244.464,0.3308,1711.3,0.2694,0.439,0.3759,0.1665,0.3617,0.5342
CC(C)C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=C(C=C3)O)CC4CCCC4=O,230.213,0.0324,3832.5,0.9667,0.1732,0.2429,0.0,0.05,0.7822
CC1=NC(=CN1C2=CC=C(C=C2)C#N)C3=CC=C(C=C3)C#N,5.309,1.0949,3776.6,1.0,0.1993,0.1275,0.1932,0.1386,0.7983
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC=CN=C3)C4=CC(=CC(=C4)N5CCNC5=O)C6=CN=CC=C6,273.134,0.7007,2980.7,0.9261,0.3186,0.372,0.0559,0.1376,0.8333
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC(=CC=C3)N4CCNCC4)C5=CC(=CC(=C5)N6CCNCC6)C7=CN=CC=C7,76.34,2.0211,2653.0,0.927,0.4715,0.4941,0.0862,0.0748,0.7862
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,118.15,0.3252,1373.2,0.8311,0.5934,0.4675,0.2855,0.5506,0.6455
CC/C(=C(\c1ccccc1)/c1ccccc1)c1ccc(OCCN(C)C)cc1,21.194,1.0881,3864.4,0.5596,0.3676,0.3771,0.0548,0.0184,0.5228
CC1C2=NC3=CC=CC=C3N2C(=O)NC1C(=O)NC4=CC(=C(C=C4F)F)F,0.534,1.0277,4045.5,1.0,0.2592,0.2431,0.0303,0.0859,0.6332
ClCCN(CCCl)P(=O)(O)OCC1CCN(C)CC1,486.169,0.3575,1426.4,0.1137,0.5731,0.4361,0.1192,0.2466,0.4693
C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)F,569.403,0.73,1694.3,0.9248,0.4625,0.5136,0.0874,0.0932,0.7772
CC(=O)N1CCN(CC1)C2=CC(=CC=C2)C3=NC4=CC=CC=C4N=C3SC5=CC=CC=C5Cl,237.145,1.0009,9471.3,0.8086,0.4585,0.431,0.4508,0.2157,0.9148
CN1C(=O)CN=C(C2=CN=CC=C2)C3=CC(=CC(=C3)N4CCNCC4)C5=CN=CC=C5,131.443,0.7964,3010.8,0.9014,0.5019,0.4519,0.045,0.2697,0.7764
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC=CN=C3)C4=CC(=CC(=C4)N5CCNC5=O)C6=CN=CC=C6,666.701,0.7085,2986.4,0.927,0.2745,0.2607,0.0495,0.2637,0.8266
CC1=C2C(=O)C(C(=O)C3C1(CC1CC4C5CC(CC5(C)O)CC4C2(C)O)C)C2CC(CC(O)C(OC(=O)C)C2OC(=O)C)OC(=O)C,98.871,0.3441,1737.6,0.9898,0.3904,0.4479,0.1697,0.2734,0.7208
CCC1(CC2C(C1)CC1C3C2N(CC2C(C3C2O)O)C)C=CC=C1,35.248,1.0269,1152.3,0.7906,0.3523,0.2907,0.1009,0.2161,0.6126
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,52.557,0.3198,1357.9,0.7711,0.564,0.5088,0.1039,0.1272,0.5775
CC1=C2C(=O)C(C(=O)C3C1(CC1CC4C5CC(C(CC5(C)O)CC4C2(C)O)O)C)C2CC(CC(O)C(O)C(CO)C2O)OC(=O)C,332.295,0.3537,1420.1,0.8982,0.4325,0.4751,0.2359,0.4477,0.8176
CC1=C2C(=O)C(C(=O)C3C1(CC1CC4C5CC(CC5(C)O)CC4C2(C)O)C)C2CC(CC(O)C(OC(=O)C)C2OC(=O)C)OC(=O)C,110.403,0.3457,1737.4,0.9077,0.3699,0.3377,0.1531,0.2583,0.7538
CC(C)C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=C(C=C3)O)CC4CCCC4=O,536.8,0.0336,4145.3,0.9079,0.2205,0.3376,0.0772,0.0323,0.7985
CC/C(=C(\c1ccccc1)/c1ccccc1)c1ccc(OCCN(C)C)cc1,43.488,0.9329,3730.2,0.5267,0.2126,0.3333,0.0714,0.0372,0.4888
ClCCN(CCCl)P(=O)(O)OCC1CCN(C)CC1,1249.063,0.3269,1665.5,0.0845,0.4438,0.4376,0.2101,0.536,0.3638
CC/C(=C(\c1ccccc1)/c1ccccc1)c1ccc(OCCN(C)C)cc1,22.435,1.0065,4492.3,0.5426,0.1271,0.133,0.0851,0.0132,0.5532
CCC1(CC2C(C1)CC1C3C2N(CC2C(C3C2O)O)C)C=CC=C1,26.406,1.0534,1243.0,0.8819,0.5738,0.5808,0.061,0.2196,0.5762
O=C1OC2NC(=O)NC2C1O.[Pt],1169.156,0.3135,1511.7,0.3141,0.3841,0.2543,0.1372,0.3746,0.5223
C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)F,1474.961,0.6131,1448.2,0.9064,0.5046,0.4739,0.0597,0.1856,0.7591
O=C1OC2NC(=O)NC2C1O.[Pt],538.337,0.2991,1570.4,0.3102,0.4737,0.3734,0.0868,0.1541,0.5181
CC1=C2C(=O)C(C(=O)C3C1(CC1CC4C5CC(C(CC5(C)O)CC4C2(C)O)O)C)C2CC(CC(O)C(O)C(CO)C2O)OC(=O)C,199.573,0.3255,1657.0,0.9411,0.3422,0.3404,0.1306,0.2142,0.7258
CCC1(CC2C(C1)CC1C3C2N(CC2C(C3C2O)O)C)C=CC=C1,25.122,0.956,1482.2,0.8575,0.4788,0.5193,0.0973,0.2046,0.5797
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,69.115,0.3283,1440.0,0.7774,0.4018,0.3987,0.202,0.3027,0.7019
CCCCC(=O)NC1=NC(=O)C(CF)=CN1,1192.706,2.0833,2874.9,0.5155,0.4695,0.465,0.1575,0.0481,0.7932
CC1C2C(C3=CC4=C(C=C3C2O)OCO4)C5=CC6=C(C=C5O)OCO6,194.822,0.942,1312.2,0.5958,0.4881,0.4023,0.1541,0.4336,0.6458
CN1C(=O)CN=C(C2=CN=CC=C2)C3=CC(=CC(=C3)N4CCNCC4)C5=CN=CC=C5,100.086,0.7482,2676.6,0.8585,0.4196,0.5097,0.0182,0.2694,0.7844
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC=CN=C3)C4=CC(=CC(=C4)N5CCNC5=O)C6=CN=CC=C6,1311.164,0.7784,2911.4,0.9071,0.3938,0.3556,0.1376,0.5789,0.8617
CC12CCC3C(C1CCC2=O)CCC4=CC(=O)CCC34C,21.97,0.9524,4484.5,0.9881,0.168,0.2273,0.1081,0.0498,0.6929
CC(=O)N1CCN(CC1)C2=CC(=CC=C2)C3=NC4=CC=CC=C4N=C3SC5=CC=CC=C5Cl,217.63,1.0032,8135.6,0.7835,0.4475,0.3124,0.4174,0.2072,0.8256
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC=CN=C3)C4=CC(=CC(=C4)N5CCNC5=O)C6=CN=CC=C6,509.524,0.7805,2562.1,0.9199,0.4539,0.3627,0.1258,0.3206,0.7762
CCCCC(=O)NC1=NC(=O)C(CF)=CN1,4615.486,2.1892,3244.9,0.4784,0.3819,0.3338,0.3276,0.2539,0.7083
O=C1OC2NC(=O)NC2C1O.[Pt],274.543,0.3334,1534.1,0.3387,0.5762,0.5642,0.0414,0.0918,0.4955
CC1=C2C(=O)C(C(=O)C3C1(CC1CC4C5CC(CC5(C)O)CC4C2(C)O)C)C2CC(CC(O)C(OC(=O)C)C2OC(=O)C)OC(=O)C,201.453,0.3127,1661.0,0.882,0.3654,0.2734,0.3283,0.4755,0.7263
CC1=NC(=CN1C2=CC=CC=C2)C3=CC=CC=C3C#N,2.16,1.0944,4585.5,0.9101,0.2468,0.2273,0.1875,0.1119,0.6775
CC1C2=NC3=CC=CC=C3N2C(=O)NC1C(=O)NC4=CC(=C(C=C4F)F)F,1.058,1.0719,4078.6,0.9781,0.3519,0.4732,0.102,0.2078,0.6734
CCC1(CC2C(C1)CC1C3C2N(CC2C(C3C2O)O)C)C=CC=C1,34.624,1.071,1275.8,0.8546,0.2358,0.1585,0.0823,0.1965,0.6599
C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)F,660.129,0.6485,1713.9,0.9011,0.4965,0.3639,0.0593,0.0891,0.8122
CS(=O)(=O)NNC(=O)C1=CC=CC=C1SC2=NC3=CC=CC=C3N=C2C4=CC(=CC=C4)F,1094.324,1.0876,3024.1,0.9229,0.2991,0.3323,0.315,0.1124,0.8809
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,112.018,0.3552,1580.3,0.8076,0.5031,0.4153,0.1285,0.2212,0.6695
ClCCN(CCCl)P(=O)(O)OCC1CCN(C)CC1,622.492,0.2987,1301.3,0.0803,0.4566,0.5167,0.1157,0.2438,0.4255
CC1=NC2=CC=CC=C2N1C3=CC=C(C=C3)C4=NC5=CC=CC=C5N4C(C)C,618.532,0.9401,2975.0,0.9328,0.3265,0.2543,0.5641,0.4225,0.8323
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,131.105,0.3571,1468.8,0.777,0.3555,0.2743,0.3694,0.6295,0.6831
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,52.611,0.2973,1513.9,0.8091,0.3336,0.2683,0.2241,0.283,0.5858
CC/C(=C(\c1ccccc1)/c1ccccc1)c1ccc(OCCN(C)C)cc1,21.378,0.9562,4526.6,0.6165,0.2531,0.2825,0.021,0.0,0.5144
CC1=NC(=CN1C2=CC=C(C=C2)C#N)C3=CC=C(C=C3)C#N,2.752,1.0008,4644.3,1.0,0.1699,0.1142,0.1407,0.0653,0.5949
CS(=O)(=O)NNC(=O)C1=CC=CC=C1SC2=NC3=CC=CC=C3N=C2C4=CC(=CC=C4)F,1334.24,0.9753,2724.2,0.966,0.463,0.3564,0.2634,0.1675,0.8916
CS(=O)(=O)NNC(=O)C1=CC=CC=C1SC2=NC3=CC=CC=C3N=C2C4=CC(=CC=C4)F,2351.353,1.0493,2620.8,0.9419,0.4659,0.5007,0.4709,0.2117,0.8944
CC1C2C(C3=CC4=C(C=C3C2O)OCO4)C5=CC6=C(C=C5O)OCO6,217.346,1.0994,1356.2,0.5846,0.423,0.3914,0.1273,0.4544,0.6698
CCC1(CC2C(C1)CC1C3C2N(CC2C(C3C2O)O)C)C=CC=C1,33.923,1.0101,1454.3,0.8649,0.5162,0.4466,0.1029,0.1929,0.6268
CCCCCCCCC1CC2C3OC2CCC4C5OCC6CC(CC6C5O)CC4C3CC1O,1.326,0.6254,1514.5,1.0,0.4335,0.5035,0.1527,0.1469,0.581
CC12CCC3C(C1CCC2=O)CCC4=CC(=O)CCC34C,25.982,1.0796,4961.5,0.971,0.2303,0.2033,0.1083,0.0638,0.7489
CC1=NC(=CN1C2=CC=CC=C2)C3=CC=CC=C3C#N,1.084,1.0271,4636.2,1.0,0.1423,0.1243,0.0951,0.0755,0.7607
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC=CN=C3)C4=CC(=CC(=C4)N5CCNC5=O)C6=CN=CC=C6,1254.062,0.7007,2610.3,0.8941,0.4855,0.5017,0.1054,0.5483,0.8407
CCCCCCCCC1CC2C3OC2CCC4C5OCC6CC(CC6C5O)CC4C3CC1O,1.492,0.6937,1621.5,0.9686,0.4527,0.4413,0.1634,0.1357,0.6581
ClCCN(CCCl)P(=O)(O)OCC1CCN(C)CC1,1205.912,0.3098,1613.7,0.1616,0.3652,0.4647,0.172,0.5008,0.3723
CC1=NC2=CC=CC=C2N1C3=CC=C(C=C3)C4=NC5=CC=CC=C5N4C(C)C,271.045,1.0214,3253.0,0.9468,0.4078,0.3787,0.3498,0.2076,0.909
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,94.009,0.3086,1585.5,0.7783,0.4367,0.422,0.1802,0.227,0.6642
CC1=NC(=CN1C2=CC=CC=C2)C3=CC=CC=C3C#N,0.902,0.927,4895.2,1.0,0.1212,0.1099,0.1173,0.0398,0.7977
CC(C)C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=C(C=C3)O)CC4CCCC4=O,416.157,0.0355,4705.6,0.9825,0.2798,0.3296,0.0341,0.0389,0.8893
CC1=C2C(=O)C(C(=O)C3C1(CC1CC4C5CC(CC5(C)O)CC4C2(C)O)C)C2CC(CC(O)C(OC(=O)C)C2OC(=O)C)OC(=O)C,81.947,0.299,1734.1,0.9061,0.5867,0.383,0.1494,0.2503,0.6731
CC1CCCCC1N2C(=O)C3C4CCC(O)CC4N(C)C3C5=CC=CC=C5C2=O,20.615,0.9991,2785.2,0.9366,0.5576,0.3943,0.4832,0.271,0.6786
CC1CCCCC1N2C(=O)C3C4CCC(O)CC4N(C)C3C5=CC=CC=C5C2=O,5.388,0.9179,2541.1,1.0,0.3208,0.21,0.1441,0.0565,0.5833
CC1=NC2=CC=CC=C2N1C3=CC=C(C=C3)C4=NC5=CC=CC=C5N4C(C)C,338.025,0.933,2708.1,0.9242,0.3786,0.2361,0.2836,0.2483,0.8196
CC1=NC2=CC=CC=C2N1C3=CC=C(C=C3)C4=NC5=CC=CC=C5N4C(C)C,653.254,1.0102,2764.0,0.9143,0.4483,0.3087,0.4986,0.4348,0.8166
CC1=C2C(=O)C(C(=O)C3C1(CC1CC4C5CC(CC5(C)O)CC4C2(C)O)C)C2CC(CC(O)C(OC(=O)C)C2OC(=O)C)OC(=O)C,105.534,0.3108,1387.5,0.9597,0.4894,0.3636,0.1272,0.2303,0.7021
CC(=O)N1CCN(CC1)C2=CC(=CC=C2)C3=NC4=CC=CC=C4N=C3SC5=CC=CC=C5Cl,270.465,1.0129,8570.7,0.7906,0.5711,0.4878,0.3947,0.2189,0.8819
CN1C(=O)CN=C(C2=CN=CC=C2)C3=CC(=CC(=C3)N4CCNCC4)C5=CN=CC=C5,259.667,0.7972,2604.4,0.9049,0.2769,0.3265,0.1131,0.4924,0.8143
CC1=C2C(=O)C(C(=O)C3C1(CC1CC4C5CC(CC5(C)O)CC4C2(C)O)C)C2CC(CC(O)C(OC(=O)C)C2OC(=O)C)OC(=O)C,92.555,0.3291,1621.6,0.9934,0.4946,0.4404,0.206,0.2417,0.7058
CC1=NC(=CN1C2=CC=CC=C2)C3=CC=CC=C3C#N,1.027,1.0825,4368.2,0.9959,0.2131,0.3596,0.1378,0.0236,0.7054
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC(=CC=C3)N4CCNCC4)C5=CC(=CC(=C5)N6CCNCC6)C7=CN=CC=C7,72.092,2.051,3245.7,0.9586,0.3239,0.2906,0.1264,0.1142,0.8369
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC=CN=C3)C4=CC(=CC(=C4)N5CCNC5=O)C6=CN=CC=C6,613.876,0.8129,3222.1,0.8501,0.4419,0.3921,0.0688,0.2845,0.8649
CC/C(=C(\c1ccccc1)/c1ccccc1)c1ccc(OCCN(C)C)cc1,18.653,1.0041,4240.8,0.5593,0.2119,0.2631,0.0,0.0,0.5461
CC1CC(=O)NC1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N)C)C)C,227.623,0.3175,2193.6,0.941,0.6054,0.4558,0.3079,0.152,0.8311
CN1C(=O)CN=C(C2=CN=CC=C2)C3=CC(=CC(=C3)N4CCNCC4)C5=CN=CC=C5,143.425,0.7785,2496.9,0.9263,0.4436,0.4525,0.0653,0.2491,0.7907
CC1C2C(C3=CC4=C(C=C3C2O)OCO4)C5=CC6=C(C=C5O)OCO6,113.839,1.0097,1310.4,0.5549,0.3084,0.3057,0.117,0.1789,0.6029
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,49.053,0.326,1636.3,0.824,0.3814,0.4523,0.156,0.3152,0.6652
CC1CC(=O)NC1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N)C)C)C,396.919,0.3231,2011.5,0.9646,0.734,0.6025,0.4162,0.2917,0.7887
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,53.784,0.3524,1680.3,0.7906,0.4049,0.3145,0.1262,0.1291,0.6715
CC1C2C(C3=CC4=C(C=C3C2O)OCO4)C5=CC6=C(C=C5O)OCO6,111.574,1.0592,1652.2,0.611,0.4127,0.4099,0.1163,0.2268,0.5662
CCCCCCCCC1CC2C3OC2CCC4C5OCC6CC(CC6C5O)CC4C3CC1O,2.709,0.7071,1328.5,0.9283,0.3241,0.2811,0.1943,0.3086,0.6026
CC1=NC2=CC=CC=C2N1C3=CC=C(C=C3)C4=NC5=CC=CC=C5N4C(C)C,295.165,0.9703,2622.2,0.8679,0.5227,0.4467,0.2917,0.2063,0.8485
CC1CC(=O)NC1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N)C)C)C,382.993,0.3541,2444.7,0.8916,0.8304,0.6947,0.3813,0.2974,0.8544
CCC1(CC2C(C1)CC1C3C2N(CC2C(C3C2O)O)C)C=CC=C1,62.151,1.0505,1414.9,0.8546,0.3828,0.2275,0.0641,0.4058,0.6358
CC1C2C(C3=CC4=C(C=C3C2O)OCO4)C5=CC6=C(C=C5O)OCO6,94.605,1.0844,1403.9,0.576,0.596,0.5464,0.1234,0.2175,0.5681
CC12CCC3C(C1CCC2=O)CCC4=CC(=O)CCC34C,11.665,0.9902,4193.5,1.0,0.1713,0.1788,0.0,0.0067,0.7086
CCCCC(=O)NC1=CC(=C(C=C1)C2=CC(=O)N3C2=CC=C3F)F,337.129,1.9831,4209.6,0.9466,0.4127,0.4014,0.0622,0.1845,0.8856
CCCCC(=O)NC1=NC(=O)C(CF)=CN1,2646.179,2.1936,3041.6,0.4577,0.5783,0.3968,0.2483,0.15,0.7376
CC1=NC2=CC=CC=C2N1C3=CC=C(C=C3)C4=NC5=CC=CC=C5N4C(C)C,550.034,0.9204,3276.9,0.9133,0.4137,0.4721,0.5446,0.3997,0.9326
CC12CCC3C(C1CCC2=O)CCC4=CC(=O)CCC34C,25.041,0.9181,4221.1,1.0,0.2155,0.2776,0.05,0.0466,0.7279
CC/C(=C(\c1ccccc1)/c1ccccc1)c1ccc(OCCN(C)C)cc1,16.873,1.0659,4704.7,0.4991,0.1869,0.1283,0.0472,0.0,0.5004
O=C1OC2NC(=O)NC2C1O.[Pt],614.818,0.3465,1618.8,0.3372,0.3874,0.3177,0.0736,0.1706,0.4803
CC1=C2C(=O)C(C(=O)C3C1(CC1CC4C5CC(C(CC5(C)O)CC4C2(C)O)O)C)C2CC(CC(O)C(O)C(CO)C2O)OC(=O)C,171.723,0.3194,1367.0,0.9027,0.4156,0.4294,0.1104,0.2065,0.6985
CC1C2C(C3=CC4=C(C=C3C2O)OCO4)C5=CC6=C(C=C5O)OCO6,180.934,0.9,1655.9,0.6588,0.5194,0.4117,0.1344,0.4296,0.6554
CC(=O)N1CCN(CC1)C2=CC(=CC=C2)C3=NC4=CC=CC=C4N=C3SC5=CC=CC=C5Cl,125.872,0.9593,7829.3,0.8073,0.4058,0.2598,0.2034,0.1187,0.8248
CC12CCC3C(C1CCC2=O)CCC4=CC(=O)CCC34C,46.239,0.9477,4640.3,0.9962,0.2304,0.2119,0.1022,0.0839,0.793
CC/C(=C(\c1ccccc1)/c1ccccc1)c1ccc(OCCN(C)C)cc1,22.361,1.0892,4000.4,0.527,0.2016,0.2075,0.0,0.0292,0.4859
CC1C2=NC3=CC=CC=C3N2C(=O)NC1C(=O)NC4=CC(=C(C=C4F)F)F,0.521,0.9119,4832.5,0.9896,0.3515,0.2223,0.0015,0.1036,0.7099
ClCCN(CCCl)P(=O)(O)OCC1CCN(C)CC1,1136.009,0.3187,1382.7,0.1785,0.4419,0.3043,0.1651,0.5085,0.3889
CCCCCCCCC1CC2C3OC2CCC4C5OCC6CC(CC6C5O)CC4C3CC1O,1.202,0.6058,1450.0,0.9743,0.387,0.2908,0.097,0.1429,0.5828
